usuario,genero,minutos_reproducidos
u04362,Terror,88
u07070,Terror,88
u00921,Terror,139
u08191,Drama,95
u03431,Drama,119
u04436,Comedia,71
u03761,Suspenso,119
u02051,Comedia,20
u01166,Romance,85
u08568,Comedia,82
u02034,Accion,130
u06468,Accion,80
u00146,Drama,85
u04389,Romance,72
u07833,Accion,47
u08624,Drama,55
u08897,Accion,133
u08174,Terror,109
u02633,Comedia,35
u04495,Terror,103
u08057,Suspenso,88
u07512,Comedia,65
u09156,Romance,98
u01829,Comedia,38
u09131,Romance,89
u04806,Accion,111
u00807,Romance,102
u09656,Comedia,15
u07487,Terror,123
u08203,Documental,66
u01869,Romance,69
u07879,Comedia,38
u05691,Comedia,6
u07828,Drama,76
u05430,Terror,110
u09077,Drama,225
u03565,Suspenso,63
u01390,Accion,162
u07275,Drama,93
u00825,Drama,119
u02266,Accion,141
u00937,Accion,36
u06403,Drama,106
u03846,Accion,180
u01797,Terror,88
u08246,Romance,90
u07215,Accion,104
u00727,Suspenso,137
u02737,Drama,71
u01914,Comedia,49
u09789,Drama,124
u07658,Suspenso,56
u02467,Documental,27
u09042,Terror,102
u07313,Terror,108
u08195,Drama,162
u07907,Drama,56
u04877,Accion,72
u07288,Accion,139
u00893,Comedia,57
u04676,Drama,149
u01934,Accion,80
u01381,Drama,53
u01291,Accion,66
u01641,Terror,69
u07491,Terror,88
u09180,Drama,94
u01219,Drama,100
u05017,Romance,116
u06882,Romance,129
u09548,Suspenso,87
u09753,Comedia,58
u09611,Accion,90
u00955,Comedia,105
u09176,Terror,93
u07292,Drama,112
u00975,Terror,126
u04134,Accion,146
u05371,Accion,86
u03973,Terror,52
u05296,Comedia,37
u09106,Comedia,76
u08229,Comedia,26
u09904,Suspenso,108
u03021,Terror,73
u08988,Accion,78
u04037,Comedia,28
u05069,Terror,105
u05234,Documental,111
u09517,Romance,123
u00318,Accion,175
u02397,Accion,175
u02163,Drama,140
u02746,Comedia,36
u01592,Accion,132
u06184,Drama,173
u03931,Accion,105
u01313,Comedia,34
u09478,Suspenso,97
u04312,Terror,100
u07315,Drama,89
u02384,Romance,101
u03240,Accion,74
u02140,Terror,92
u01705,Accion,122
u06925,Accion,99
u00363,Drama,175
u02605,Accion,102
u09909,Drama,55
u04287,Accion,157
u03739,Drama,36
u02470,Comedia,76
u04796,Accion,74
u06151,Suspenso,138
u00557,Comedia,72
u09018,Comedia,40
u02809,Comedia,25
u05151,Accion,111
u07562,Comedia,49
u02720,Terror,74
u06507,Romance,101
u03742,Terror,71
u09767,Accion,131
u03999,Accion,119
u02404,Accion,78
u08781,Accion,110
u09740,Drama,155
u00295,Accion,61
u05344,Drama,75
u09883,Accion,164
u01137,Suspenso,96
u02065,Terror,108
u07010,Documental,118
u04544,Romance,117
u01008,Terror,75
u05446,Accion,139
u05353,Accion,101
u09440,Comedia,64
u01436,Comedia,18
u00572,Drama,73
u02383,Terror,72
u09438,Accion,68
u05085,Drama,151
u00278,Accion,130
u07060,Suspenso,96
u01888,Accion,153
u01266,Comedia,44
u07492,Comedia,5
u01041,Drama,193
u09110,Accion,44
u08074,Romance,68
u09078,Comedia,36
u02753,Comedia,41
u08214,Accion,169
u04570,Suspenso,122
u06354,Accion,93
u02354,Accion,116
u07438,Comedia,61
u04800,Documental,44
u00687,Accion,114
u08477,Accion,120
u04812,Terror,61
u08955,Terror,73
u05347,Romance,77
u05044,Drama,107
u02429,Comedia,66
u05127,Comedia,7
u08221,Comedia,63
u09099,Documental,140
u07814,Comedia,55
u09646,Accion,120
u03357,Comedia,61
u08708,Documental,102
u07267,Comedia,64
u06541,Comedia,29
u00039,Comedia,25
u03343,Accion,120
u09079,Drama,113
u02845,Terror,103
u01099,Comedia,30
u07028,Suspenso,62
u01824,Terror,94
u03156,Drama,72
u03094,Terror,94
u05659,Terror,114
u03779,Drama,126
u02897,Comedia,19
u00989,Accion,83
u04117,Comedia,44
u06447,Drama,128
u04180,Romance,92
u01683,Accion,75
u05627,Terror,48
u07425,Accion,141
u00934,Romance,128
u03599,Drama,100
u01981,Comedia,76
u03057,Comedia,84
u08985,Accion,151
u00792,Terror,65
u05391,Drama,123
u06636,Romance,59
u02256,Drama,136
u03611,Accion,77
u01608,Terror,77
u05180,Suspenso,117
u06574,Documental,15
u00985,Terror,101
u05777,Comedia,63
u03677,Drama,133
u03381,Drama,120
u08712,Drama,158
u08783,Accion,137
u01051,Accion,82
u03634,Drama,63
u06343,Suspenso,139
u00960,Accion,149
u06060,Accion,111
u08885,Terror,75
u05656,Terror,89
u04474,Drama,148
u02947,Accion,171
u07726,Comedia,16
u00527,Suspenso,98
u03225,Accion,105
u01876,Accion,196
u01764,Suspenso,106
u08713,Drama,153
u05798,Terror,106
u09209,Terror,53
u07100,Comedia,42
u05110,Comedia,60
u06645,Comedia,5
u00117,Accion,90
u02434,Comedia,9
u05464,Romance,91
u00584,Accion,74
u08587,Accion,115
u03789,Comedia,57
u04168,Accion,86
u08466,Accion,75
u01390,Accion,78
u08358,Drama,108
u09760,Drama,49
u06155,Accion,141
u05421,Drama,94
u08921,Accion,160
u02044,Drama,103
u04198,Accion,121
u03497,Drama,113
u00779,Drama,72
u00214,Accion,141
u03763,Accion,146
u09769,Accion,77
u06732,Drama,181
u03118,Suspenso,181
u05792,Suspenso,124
u08784,Drama,92
u02721,Suspenso,87
u08906,Suspenso,128
u09128,Terror,106
u06048,Comedia,27
u08033,Suspenso,66
u00002,Comedia,58
u06369,Comedia,58
u01950,Terror,123
u06733,Romance,77
u07834,Drama,77
u00918,Accion,64
u03175,Accion,127
u07015,Comedia,37
u00090,Comedia,24
u01710,Comedia,59
u03042,Terror,108
u00106,Drama,103
u09079,Comedia,30
u08620,Accion,102
u01896,Drama,167
u06091,Terror,98
u08509,Suspenso,103
u06083,Documental,50
u00635,Accion,127
u01926,Accion,141
u02057,Drama,179
u06918,Romance,106
u03145,Accion,88
u09632,Terror,65
u00553,Comedia,37
u08908,Comedia,33
u05384,Romance,115
u03912,Comedia,70
u09906,Terror,86
u03390,Drama,157
u09300,Terror,102
u08443,Comedia,48
u02431,Suspenso,99
u00459,Drama,152
u00208,Comedia,42
u00900,Accion,134
u00022,Accion,116
u08602,Comedia,51
u00895,Accion,108
u00515,Accion,70
u07295,Drama,139
u04905,Documental,38
u07868,Comedia,44
u04110,Drama,132
u07180,Accion,101
u01561,Accion,55
u01267,Comedia,86
u03639,Suspenso,110
u08942,Documental,98
u03428,Terror,74
u04781,Accion,85
u01928,Comedia,15
u02357,Comedia,55
u04791,Romance,105
u00307,Terror,75
u07980,Terror,105
u03666,Drama,149
u07058,Drama,93
u00662,Terror,103
u04645,Drama,151
u08504,Suspenso,84
u02921,Accion,109
u09275,Romance,98
u08947,Terror,89
u06237,Drama,55
u06079,Suspenso,160
u00353,Suspenso,97
u09095,Comedia,78
u07006,Suspenso,113
u00159,Accion,68
u00957,Comedia,25
u02072,Accion,150
u08596,Accion,134
u09580,Romance,54
u03454,Comedia,63
u06676,Terror,54
u00956,Comedia,15
u06296,Drama,110
u01713,Comedia,48
u04704,Terror,124
u06564,Suspenso,114
u09466,Comedia,76
u05632,Suspenso,109
u09634,Comedia,24
u09990,Terror,103
u01395,Drama,94
u09462,Comedia,36
u04733,Suspenso,57
u03715,Drama,106
u00530,Suspenso,89
u02959,Terror,83
u07905,Drama,145
u03592,Comedia,7
u06896,Romance,139
u09132,Accion,82
u00526,Romance,90
u06478,Drama,66
u00002,Terror,98
u00375,Comedia,55
u04649,Comedia,50
u02366,Accion,146
u01526,Romance,105
u01647,Accion,134
u00014,Comedia,59
u04600,Comedia,32
u02279,Suspenso,116
u03156,Drama,123
u08322,Accion,168
u03815,Drama,139
u03217,Accion,86
u08220,Accion,130
u02114,Drama,82
u09445,Comedia,49
u04357,Accion,78
u05544,Accion,24
u04556,Comedia,34
u07063,Suspenso,112
u03375,Terror,88
u06431,Accion,101
u03467,Terror,114
u03082,Accion,106
u00630,Drama,128
u00270,Suspenso,46
u05725,Comedia,41
u05898,Comedia,78
u03433,Romance,118
u09473,Accion,92
u06277,Accion,123
u05896,Suspenso,123
u07116,Suspenso,102
u06657,Comedia,37
u00576,Drama,141
u07030,Accion,123
u06100,Suspenso,119
u09500,Comedia,57
u03193,Drama,102
u03179,Accion,35
u06053,Drama,79
u02735,Terror,107
u06117,Comedia,63
u03569,Romance,90
u09848,Accion,118
u09772,Romance,68
u02204,Terror,102
u01391,Suspenso,102
u01743,Terror,85
u01926,Comedia,67
u00620,Comedia,28
u01275,Terror,89
u00957,Comedia,69
u01940,Accion,155
u03954,Accion,129
u00969,Terror,72
u09509,Suspenso,120
u09236,Comedia,41
u00282,Comedia,43
u06263,Drama,164
u01059,Comedia,70
u04294,Drama,125
u05179,Comedia,8
u06981,Accion,140
u09201,Accion,153
u01230,Accion,61
u09228,Accion,127
u04586,Documental,107
u08468,Drama,66
u02741,Accion,68
u02290,Comedia,42
u01240,Comedia,43
u05371,Terror,64
u00126,Suspenso,139
u07474,Comedia,63
u09401,Comedia,5
u05343,Comedia,38
u07352,Comedia,28
u06639,Accion,108
u06571,Drama,91
u03250,Romance,112
u09111,Suspenso,92
u07596,Suspenso,115
u06295,Accion,84
u06528,Drama,147
u05758,Romance,76
u01970,Accion,59
u00892,Suspenso,116
u04471,Accion,163
u07176,Documental,46
u09557,Accion,126
u08321,Comedia,12
u09207,Accion,120
u09992,Accion,137
u06813,Suspenso,163
u07520,Accion,94
u04613,Suspenso,68
u09711,Romance,91
u01199,Romance,100
u05239,Suspenso,125
u06090,Romance,100
u06258,Accion,54
u07706,Documental,24
u03720,Accion,131
u00303,Accion,56
u00987,Accion,109
u04441,Terror,82
u04910,Accion,86
u03073,Comedia,58
u03125,Drama,91
u09520,Drama,75
u08126,Accion,116
u03292,Drama,111
u04034,Comedia,49
u05106,Drama,70
u00704,Drama,96
u08134,Documental,126
u00575,Suspenso,77
u05705,Accion,99
u07849,Accion,97
u05209,Romance,93
u06925,Drama,157
u03829,Terror,113
u03231,Drama,146
u00489,Suspenso,83
u07115,Accion,127
u09540,Terror,95
u03174,Suspenso,95
u01668,Comedia,8
u09830,Comedia,40
u04115,Drama,155
u03554,Suspenso,106
u07762,Romance,83
u01001,Drama,122
u09043,Drama,74
u01389,Suspenso,109
u05451,Accion,81
u03713,Suspenso,135
u01368,Comedia,47
u08190,Drama,113
u09014,Romance,93
u00455,Drama,147
u09817,Accion,87
u02773,Romance,120
u03727,Drama,81
u07233,Accion,68
u04807,Accion,6
u02191,Comedia,37
u09109,Accion,98
u02876,Drama,177
u05593,Drama,159
u01441,Suspenso,124
u08928,Drama,56
u06060,Accion,136
u07011,Accion,112
u07118,Accion,174
u09154,Romance,126
u02990,Accion,121
u09219,Drama,90
u06229,Suspenso,76
u06472,Romance,106
u02864,Accion,107
u01178,Accion,135
u04761,Accion,118
u00012,Accion,114
u05253,Comedia,49
u04400,Drama,93
u08235,Terror,70
u09136,Comedia,29
u05446,Drama,90
u06571,Accion,117
u09197,Suspenso,81
u08213,Suspenso,122
u00407,Drama,104
u09207,Accion,195
u04432,Documental,85
u05244,Suspenso,102
u06543,Accion,131
u06937,Comedia,73
u08907,Accion,123
u04147,Accion,176
u00141,Accion,129
u04883,Terror,107
u06013,Accion,97
u00964,Comedia,5
u07152,Accion,80
u08565,Accion,86
u03611,Suspenso,116
u09885,Terror,94
u06895,Comedia,69
u07312,Accion,140
u00106,Terror,97
u05540,Romance,70
u09874,Drama,59
u06788,Accion,159
u02138,Drama,116
u04446,Accion,135
u03531,Accion,105
u01287,Comedia,66
u07053,Accion,125
u03655,Romance,90
u07103,Suspenso,92
u02360,Comedia,31
u08106,Documental,16
u08637,Comedia,15
u06442,Drama,131
u05048,Drama,176
u08228,Drama,118
u05204,Accion,99
u09668,Romance,84
u01799,Comedia,61
u09601,Terror,110
u05292,Terror,115
u05496,Suspenso,82
u09901,Comedia,26
u06285,Terror,101
u07286,Accion,124
u01301,Terror,125
u06870,Terror,125
u09436,Comedia,46
u03098,Comedia,79
u04617,Comedia,53
u00010,Accion,103
u05753,Drama,72
u09853,Romance,53
u06296,Terror,108
u04816,Drama,172
u01073,Documental,76
u03226,Drama,132
u01317,Comedia,60
u05700,Terror,104
u06808,Drama,95
u06675,Documental,88
u03684,Romance,107
u07228,Romance,57
u03274,Accion,134
u07001,Comedia,87
u00146,Drama,116
u05011,Comedia,32
u03041,Drama,30
u09655,Terror,95
u09777,Drama,107
u00483,Comedia,67
u03180,Terror,87
u01250,Suspenso,152
u00631,Terror,63
u08854,Suspenso,109
u02853,Romance,83
u00988,Accion,100
u07623,Romance,91
u07328,Comedia,5
u09739,Drama,99
u08842,Romance,86
u09161,Drama,125
u01101,Accion,110
u06653,Drama,71
u08633,Romance,134
u07422,Comedia,39
u05017,Suspenso,86
u00770,Suspenso,92
u01344,Romance,65
u04359,Comedia,52
u09770,Drama,122
u06781,Comedia,5
u06603,Drama,63
u02350,Accion,133
u05700,Accion,125
u01242,Documental,114
u01126,Drama,146
u09383,Accion,135
u06765,Drama,147
u05102,Terror,117
u07844,Drama,137
u00073,Drama,153
u05473,Terror,90
u05190,Accion,155
u02473,Comedia,28
u00708,Terror,96
u01805,Drama,102
u06705,Romance,81
u03714,Comedia,40
u05052,Accion,83
u02476,Accion,76
u03611,Comedia,52
u04256,Comedia,37
u07398,Accion,119
u01736,Drama,162
u09778,Accion,136
u08259,Accion,72
u07980,Drama,66
u02429,Romance,90
u07427,Accion,108
u08534,Accion,130
u05250,Drama,117
u05292,Accion,114
u02818,Comedia,26
u09425,Documental,104
u03875,Suspenso,62
u09687,Terror,98
u04212,Accion,91
u00662,Comedia,30
u03375,Drama,102
u09209,Terror,102
u00208,Terror,91
u02666,Accion,73
u02494,Comedia,139
u06814,Accion,101
u00633,Romance,40
u03084,Drama,158
u03720,Comedia,70
u07124,Romance,105
u01680,Romance,91
u00237,Drama,140
u07447,Terror,81
u04444,Comedia,48
u06771,Comedia,64
u09733,Drama,147
u06100,Suspenso,96
u08556,Drama,82
u02369,Comedia,53
u00286,Terror,88
u00149,Suspenso,93
u04038,Suspenso,78
u06550,Comedia,68
u07122,Romance,123
u09959,Accion,110
u04896,Comedia,7
u05281,Romance,108
u01013,Terror,100
u09716,Terror,55
u02786,Accion,136
u03726,Drama,138
u04577,Documental,117
u05783,Accion,81
u06258,Comedia,33
u09794,Comedia,19
u02409,Comedia,53
u00341,Drama,101
u02818,Accion,105
u02497,Drama,114
u05963,Comedia,11
u05300,Drama,166
u09918,Accion,54
u07575,Drama,96
u01690,Terror,107
u03268,Terror,116
u04407,Suspenso,79
u08454,Romance,83
u01443,Suspenso,141
u08598,Romance,98
u04438,Accion,126
u05436,Drama,39
u08436,Comedia,98
u04108,Suspenso,76
u00561,Suspenso,128
u08786,Accion,129
u05549,Drama,140
u01827,Suspenso,152
u07630,Drama,94
u08326,Comedia,57
u03139,Accion,132
u07694,Terror,117
u08265,Accion,135
u07843,Drama,118
u06722,Romance,112
u07003,Comedia,43
u04226,Terror,89
u02979,Suspenso,70
u07374,Accion,182
u05908,Romance,75
u06098,Accion,71
u05657,Comedia,5
u08985,Suspenso,137
u04260,Terror,109
u08287,Comedia,63
u05902,Accion,129
u09326,Comedia,49
u04918,Documental,91
u08430,Accion,102
u02531,Suspenso,117
u01961,Comedia,10
u07046,Drama,103
u01049,Drama,113
u05773,Comedia,23
u02530,Accion,98
u02965,Accion,133
u07138,Drama,80
u00964,Romance,127
u00537,Romance,110
u07341,Accion,88
u07180,Suspenso,58
u07968,Accion,154
u08735,Romance,82
u00846,Terror,105
u05778,Documental,17
u03037,Comedia,8
u05948,Terror,60
u02495,Terror,95
u02720,Drama,147
u01885,Documental,103
u04350,Accion,85
u05180,Documental,123
u06611,Suspenso,124
u06431,Drama,173
u07155,Accion,132
u06489,Accion,129
u04738,Suspenso,109
u06526,Terror,79
u03851,Documental,80
u00690,Comedia,45
u05176,Romance,80
u08649,Suspenso,53
u05079,Documental,32
u05449,Comedia,54
u01180,Drama,122
u09075,Accion,145
u06407,Drama,171
u08592,Terror,116
u06908,Accion,135
u08801,Accion,103
u01639,Drama,145
u05672,Comedia,23
u06929,Comedia,5
u01383,Comedia,70
u01404,Drama,212
u09012,Accion,168
u03293,Drama,74
u09012,Accion,131
u00420,Accion,114
u04518,Terror,61
u03303,Terror,118
u07858,Comedia,16
u09701,Accion,124
u07871,Accion,138
u05694,Comedia,33
u00768,Drama,46
u02045,Romance,107
u01550,Accion,97
u09957,Comedia,56
u06141,Comedia,5
u03717,Suspenso,79
u04482,Accion,95
u07899,Accion,91
u06549,Comedia,30
u02294,Drama,108
u04838,Suspenso,87
u07759,Comedia,11
u06794,Accion,150
u07639,Comedia,31
u07994,Accion,109
u06008,Documental,5
u05543,Drama,121
u09093,Comedia,49
u06357,Comedia,45
u08434,Suspenso,135
u07381,Terror,84
u02386,Drama,108
u04269,Terror,101
u00672,Terror,78
u00164,Accion,146
u08657,Accion,101
u04593,Documental,129
u04796,Accion,80
u04799,Comedia,5
u06037,Documental,116
u02356,Comedia,77
u05888,Drama,135
u07962,Suspenso,105
u05828,Comedia,18
u08738,Comedia,46
u04720,Comedia,5
u00594,Comedia,39
u04840,Comedia,59
u07395,Terror,73
u09652,Suspenso,128
u03494,Comedia,42
u06165,Comedia,13
u02673,Romance,59
u04201,Comedia,48
u00017,Terror,94
u03192,Terror,101
u00393,Accion,170
u08617,Accion,78
u06273,Drama,194
u00572,Suspenso,70
u03632,Drama,126
u06173,Terror,103
u09313,Terror,73
u07178,Drama,198
u08434,Drama,129
u03898,Accion,75
u08124,Romance,143
u02280,Terror,96
u08981,Accion,99
u07452,Accion,69
u08907,Accion,85
u00776,Comedia,67
u06870,Comedia,52
u02248,Terror,100
u07089,Comedia,66
u00079,Suspenso,47
u08081,Accion,156
u07100,Terror,77
u03927,Suspenso,107
u09048,Comedia,56
u07341,Comedia,20
u07084,Comedia,98
u06231,Suspenso,67
u09224,Romance,77
u04941,Accion,96
u03272,Drama,197
u03457,Drama,92
u07789,Accion,77
u08600,Accion,136
u07651,Accion,109
u02712,Comedia,94
u01669,Accion,150
u00148,Drama,111
u06421,Drama,186
u00366,Suspenso,60
u09867,Comedia,64
u04532,Accion,127
u05331,Accion,94
u05511,Suspenso,120
u08755,Suspenso,108
u08965,Accion,71
u06494,Accion,144
u05440,Suspenso,180
u09766,Drama,114
u06512,Drama,66
u07505,Drama,189
u01247,Terror,84
u03840,Comedia,50
u08552,Comedia,64
u02377,Accion,95
u03010,Drama,90
u09155,Documental,46
u01828,Comedia,86
u06980,Romance,104
u09806,Terror,65
u09833,Accion,148
u08570,Terror,75
u04286,Comedia,6
u06911,Accion,101
u08562,Accion,42
u02197,Accion,85
u03748,Suspenso,77
u08844,Suspenso,45
u05979,Drama,57
u05608,Drama,125
u00770,Terror,96
u00781,Terror,103
u09909,Comedia,5
u06304,Accion,186
u03984,Comedia,46
u09504,Terror,35
u08715,Suspenso,78
u00522,Accion,87
u09128,Drama,73
u07570,Accion,100
u05785,Suspenso,144
u04584,Terror,78
u05947,Terror,71
u04942,Terror,82
u06268,Drama,103
u07129,Comedia,42
u02462,Suspenso,119
u00686,Terror,132
u02161,Accion,95
u07032,Romance,78
u09760,Accion,105
u05342,Comedia,63
u00039,Accion,73
u04876,Documental,20
u01257,Comedia,39
u07698,Documental,103
u02197,Drama,128
u07166,Accion,109
u00302,Drama,51
u07528,Suspenso,78
u06382,Drama,147
u00647,Accion,70
u09952,Comedia,115
u08790,Accion,38
u08854,Accion,155
u04331,Comedia,24
u09561,Terror,64
u07004,Comedia,90
u03538,Comedia,103
u04559,Comedia,83
u06580,Documental,55
u08475,Drama,191
u09679,Suspenso,105
u04083,Comedia,53
u04184,Accion,59
u08653,Suspenso,111
u03755,Terror,86
u01725,Comedia,14
u01377,Drama,150
u08707,Accion,102
u08895,Accion,135
u01654,Suspenso,144
u02067,Romance,72
u00023,Comedia,32
u02461,Drama,158
u05927,Terror,86
u06252,Terror,97
u09497,Drama,142
u07296,Drama,42
u03301,Drama,130
u06280,Accion,136
u08554,Drama,110
u07354,Drama,135
u03728,Comedia,15
u06273,Comedia,48
u05996,Drama,123
u09477,Accion,100
u00515,Suspenso,83
u00449,Accion,70
u06020,Terror,103
u05344,Suspenso,145
u08034,Romance,76
u02521,Comedia,44
u03082,Accion,131
u01429,Terror,93
u03968,Comedia,42
u06446,Accion,117
u09115,Suspenso,117
u02160,Accion,203
u05133,Drama,120
u02548,Suspenso,104
u02980,Accion,169
u02650,Romance,105
u08506,Comedia,45
u03084,Comedia,43
u01038,Accion,162
u03490,Drama,79
u07605,Drama,133
u07545,Documental,66
u02635,Terror,69
u03984,Terror,75
u01779,Accion,100
u07903,Terror,72
u05111,Drama,93
u05190,Comedia,62
u07379,Suspenso,65
u01125,Documental,6
u00698,Accion,42
u02180,Suspenso,82
u09597,Romance,95
u05252,Comedia,44
u09236,Comedia,42
u01930,Suspenso,89
u01014,Romance,68
u00227,Romance,81
u07322,Accion,138
u01829,Suspenso,91
u07910,Drama,177
u05589,Comedia,82
u02024,Suspenso,114
u04967,Suspenso,85
u05892,Drama,204
u01081,Comedia,50
u05037,Comedia,106
u02564,Comedia,49
u03293,Terror,100
u03587,Romance,110
u04432,Accion,109
u06842,Suspenso,112
u06644,Comedia,15
u03960,Accion,96
u00162,Accion,111
u00594,Comedia,75
u03391,Drama,217
u05998,Accion,83
u06355,Drama,112
u00664,Drama,141
u09325,Documental,9
u00542,Accion,108
u05434,Terror,72
u05094,Accion,106
u00868,Accion,72
u08624,Accion,134
u05470,Accion,115
u06257,Accion,111
u09399,Accion,106
u01170,Accion,86
u00831,Terror,90
u01652,Drama,132
u01137,Comedia,21
u02811,Accion,186
u08668,Comedia,11
u09519,Comedia,43
u01020,Documental,33
u05238,Drama,83
u01284,Accion,173
u00660,Accion,45
u02011,Comedia,53
u08591,Comedia,12
u01734,Terror,90
u02126,Drama,121
u02172,Drama,105
u08267,Suspenso,86
u03472,Accion,137
u09029,Accion,112
u05625,Suspenso,65
u08692,Comedia,42
u08330,Drama,109
u02098,Suspenso,101
u05069,Romance,117
u06398,Drama,56
u02758,Suspenso,98
u03921,Drama,144
u08187,Accion,171
u01901,Romance,77
u02611,Suspenso,137
u06901,Terror,86
u01450,Comedia,42
u08739,Romance,50
u05018,Drama,43
u08000,Terror,110
u06053,Accion,136
u02097,Accion,103
u08896,Comedia,10
u06405,Drama,92
u09818,Suspenso,31
u03332,Accion,170
u07463,Terror,102
u05106,Suspenso,103
u02979,Suspenso,59
u02840,Drama,100
u03385,Suspenso,76
u00686,Suspenso,111
u07532,Drama,125
u04284,Suspenso,115
u07737,Comedia,28
u07711,Drama,37
u01620,Accion,89
u06869,Suspenso,117
u01432,Accion,146
u09068,Comedia,109
u04714,Comedia,24
u09558,Accion,86
u09436,Romance,58
u04999,Documental,92
u00163,Suspenso,58
u01975,Comedia,36
u03292,Accion,123
u08462,Accion,135
u00632,Terror,95
u00906,Comedia,55
u02015,Romance,117
u09834,Suspenso,150
u07897,Accion,161
u00205,Terror,93
u00582,Comedia,59
u05676,Accion,81
u09033,Drama,135
u05348,Suspenso,79
u09912,Romance,76
u02644,Accion,108
u08018,Comedia,77
u02298,Drama,117
u00875,Comedia,34
u05561,Comedia,5
u00690,Terror,81
u04001,Suspenso,112
u09615,Terror,71
u00672,Romance,115
u07928,Drama,137
u01172,Suspenso,129
u05592,Accion,159
u09136,Documental,96
u06343,Romance,131
u01450,Suspenso,124
u02540,Drama,116
u03960,Drama,120
u06286,Accion,113
u05433,Accion,54
u04261,Accion,75
u02362,Accion,122
u06165,Drama,117
u03671,Comedia,60
u01754,Comedia,71
u08101,Accion,130
u01939,Drama,78
u08563,Drama,60
u05977,Comedia,22
u06589,Accion,88
u08617,Terror,68
u06305,Accion,94
u07346,Suspenso,42
u07876,Drama,122
u09087,Accion,164
u06634,Romance,95
u00598,Accion,139
u03063,Drama,19
u02337,Drama,125
u09880,Accion,135
u00573,Drama,190
u07522,Terror,65
u06172,Romance,119
u07098,Terror,130
u02091,Drama,140
u06567,Suspenso,94
u04625,Comedia,32
u01634,Suspenso,114
u01518,Suspenso,139
u03649,Drama,82
u01538,Comedia,82
u03138,Drama,49
u06986,Romance,97
u00098,Drama,69
u03751,Suspenso,87
u08536,Comedia,27
